raw.41_Ctrl_60_MB_02	raw.43_Ctrl_60_MUB_02	raw.45_Ctrl_60_cyt_02	raw.47_Ctrl_60_cytUB_02	raw.13_Ctrl_5_cyt_02	raw.14_Ctrl_5_MB_02	raw.01_Ctrl_5_cyt_01	raw.02_Ctrl_5_MB_01	raw.05_Ctrl_15_cyt_01	raw.06_Ctrl_15_MB_01	raw.17_Ctrl_5_cyt_03	raw.18_Ctrl_5_MB_03	raw.21_Ctrl_15_cyt_02	raw.22_Ctrl_15_MB_02	raw.25_Ctrl_15_cyt_03	raw.26_Ctrl_15_MB_03	raw.29_Ctrl_60_cyt_03	raw.30_Ctrl_60_MB_03	raw.33_Ctrl_60_cytUB_01	raw.35_Ctrl_60_MUB_01	raw.37_Ctrl_60_cyt_01	raw.39_Ctrl_60_MB_01
chr4_143845362_143845433_+	19	18	100	38	87	55	36	39	98	65	72	41	89	83	118	81	95	59	5	6	107	42
chr1_94823751_94823839_+	10	7	9	4	8	23	1	20	16	36	10	18	12	49	19	32	7	22	2	1	17	24
chr10_89577807_89577886_-	10	6	21	5	26	11	16	19	26	14	30	13	39	20	26	22	20	18	0	0	35	4
chr3_34193145_34193230_-	15	12	111	65	155	37	110	39	176	32	230	56	214	56	251	61	169	38	4	0	83	24
chr16_87961105_87961135_-	4	1	16	7	35	7	19	2	42	8	62	3	54	8	37	4	31	8	0	0	15	3
chr4_79789484_79789580_+	2	1	27	10	101	17	82	15	94	20	148	31	138	39	135	28	116	20	0	0	38	1
chr7_55504189_55504273_+	26	18	24	10	15	19	12	26	18	42	16	25	18	45	20	63	21	26	2	3	22	22
chr5_135348872_135348896_-	4	6	82	28	235	23	122	18	193	33	222	30	238	40	274	42	199	31	1	0	63	6
chr6_136773467_136773546_-	11	3	46	11	78	17	75	19	90	28	121	18	125	35	132	39	81	24	6	2	37	5
chr14_83457675_83457676_-	0	1	1	0	5	3	4	5	8	7	11	3	6	8	9	12	6	5	0	0	31	10
chr7_116126011_116126014_-	11	4	32	15	51	34	15	20	47	26	44	26	48	35	54	31	43	22	4	2	28	10
chr7_117385154_117385230_-	8	5	15	11	36	47	58	46	45	54	60	74	49	83	70	86	50	64	0	0	31	15
chr6_3212903_3212953_+	19	20	36	20	40	42	15	53	63	80	30	32	44	72	44	68	40	32	4	3	55	41
chr9_36301845_36301881_+	4	2	11	4	6	2	5	4	7	5	10	3	6	11	16	11	6	3	0	0	8	6
chr7_95945295_95945297_+	3	1	11	3	6	2	3	3	7	2	11	3	6	7	15	4	11	1	0	0	8	3
chr7_1376550_1376627_+	14	15	85	46	216	58	167	55	244	90	263	98	264	111	316	98	262	88	1	0	104	47
chr1_212788333_212788356_-	11	10	31	11	25	36	26	36	41	48	41	44	38	59	62	70	42	58	3	0	19	19
chr18_73825593_73825602_+	3	2	15	4	5	6	2	17	14	9	9	9	11	12	17	25	18	13	0	1	10	6
chr8_86702212_86702266_-	15	17	55	18	25	12	28	12	25	17	37	29	27	19	37	24	25	18	2	0	42	14
chr4_152372989_152373088_+	6	6	61	26	37	14	31	7	52	10	46	5	48	23	63	15	45	5	2	2	52	10
chr7_12466045_12466064_-	11	2	5	0	2	27	3	26	9	38	3	17	2	28	6	32	1	21	0	2	0	21
chr8_112669261_112669321_+	21	16	11	7	6	74	11	71	14	89	11	49	16	92	28	142	16	75	1	6	25	49
chr6_26365865_26365914_+	17	14	69	19	49	22	36	26	60	36	77	31	69	41	101	53	65	28	5	4	42	16
chrX_12921564_12921589_-	2	3	19	6	26	10	21	7	29	14	34	11	39	18	39	15	27	12	0	0	17	9
chr14_77952521_77952523_+	12	3	7	2	4	9	2	12	4	16	3	11	1	24	4	23	4	7	0	2	2	14
chr4_143887450_143887543_+	13	11	23	17	38	73	28	36	57	87	39	44	50	92	52	77	31	49	5	4	48	45
chr3_4560942_4560964_+	0	1	3	0	30	9	27	8	42	13	63	13	70	14	60	25	55	14	0	0	29	4
chr9_62224045_62224135_+	42	21	17	9	36	152	37	147	61	223	46	211	52	233	68	226	23	209	4	7	13	51
chr20_1554296_1554300_-	11	4	0	0	3	23	1	11	3	27	1	19	1	27	0	8	0	17	0	0	3	25
chr7_142224298_142224359_-	2	0	4	0	8	2	7	1	10	2	10	4	12	8	8	5	7	1	0	0	8	3
chr10_59871278_59871280_+	14	10	12	6	5	14	3	17	9	31	1	29	4	32	9	42	9	24	0	0	8	29
chr14_77931903_77931948_+	24	33	92	31	91	92	63	84	130	104	124	96	122	153	188	136	123	125	0	0	79	42
chr4_143877373_143877411_+	30	29	73	38	51	96	66	70	83	145	61	77	70	134	114	137	69	104	11	5	105	118
chr8_44970977_44970989_-	7	1	3	0	3	5	4	6	5	15	9	4	4	20	1	17	3	6	0	0	1	5
chr19_14554779_14554809_-	5	0	5	2	7	11	7	5	3	21	24	16	10	15	20	30	12	17	1	0	7	10
chr3_149487260_149487356_+	12	16	41	17	69	61	42	44	80	75	81	89	108	122	100	63	75	57	2	0	49	23
chr12_35266570_35266605_+	1	1	4	0	0	10	5	6	6	23	7	20	2	19	6	16	6	11	0	0	9	12
chr1_207112797_207112885_+	3	2	31	16	59	17	54	17	76	20	78	21	66	21	82	26	85	18	0	0	26	10
chr9_110309838_110309914_+	0	0	11	2	8	1	5	3	11	2	7	1	13	1	14	1	6	1	0	0	13	2
chr7_12952635_12952639_-	3	1	9	0	7	7	4	4	11	6	12	12	9	5	18	10	16	10	0	0	3	1
chr4_75385625_75385717_+	14	12	60	20	47	30	51	44	88	56	91	41	71	53	99	89	71	39	13	1	55	26
chr6_104472623_104472683_+	18	13	64	33	94	39	40	37	77	53	41	42	73	51	87	54	70	27	8	4	63	22
chr7_95916533_95916595_+	5	6	35	11	29	12	17	11	29	14	15	7	23	11	28	18	36	12	2	0	22	9
chrX_55580900_55580904_-	0	0	12	1	10	6	4	4	10	4	9	4	8	4	8	3	11	3	0	0	7	3
chr1_265316036_265316115_-	2	0	14	5	7	2	11	8	6	2	10	5	5	4	9	7	9	7	1	0	13	3
chr2_154668855_154668857_+	2	2	10	1	10	2	7	6	12	7	16	6	11	7	20	19	17	6	0	0	11	4
chr3_105660670_105660671_-	2	0	5	0	7	4	2	8	3	10	5	5	6	10	8	14	3	3	0	0	5	3
chr7_54876921_54876947_-	5	0	2	0	2	6	3	3	4	9	7	6	4	10	3	10	5	8	0	0	4	4
chr19_53841136_53841196_+	1	0	14	5	10	6	16	0	19	5	12	3	23	7	27	13	18	4	0	0	13	3
chr3_123968656_123968687_+	2	0	7	3	18	3	35	9	16	8	25	10	14	9	22	14	19	8	2	0	21	6
chr14_85601710_85601713_-	1	0	13	3	9	5	15	7	13	4	10	2	10	1	21	1	15	0	1	0	11	3
chr4_149764120_149764122_-	6	2	8	4	3	11	2	5	5	8	7	14	9	19	10	24	3	18	1	0	10	8
chr5_30459924_30459970_+	10	12	105	42	195	48	102	28	194	55	137	39	203	60	215	69	204	47	9	2	145	26
chr2_197203542_197203599_+	14	6	4	3	2	22	3	18	6	33	2	21	5	32	5	35	5	18	0	0	4	22
chr7_95935714_95935781_+	2	3	22	9	9	4	11	2	12	6	16	3	16	7	20	13	8	3	1	0	24	11
chr7_12395120_12395123_-	10	1	1	0	8	16	2	14	3	31	3	18	3	29	3	18	2	23	0	0	0	9
chr10_40873194_40873262_-	2	2	19	8	29	9	29	9	39	9	51	8	42	18	56	24	42	11	0	0	19	5
chr19_39616761_39616821_-	0	0	9	0	19	0	19	5	13	2	26	9	20	12	34	3	26	5	0	0	7	4
chr13_107827415_107827483_+	19	9	12	6	7	47	6	22	12	59	18	35	11	57	18	58	5	41	1	2	5	20
chr7_55575913_55575959_+	2	0	3	0	6	10	2	2	5	13	6	9	9	21	11	16	11	12	0	0	5	4
chr7_95940920_95941008_+	1	1	12	0	10	4	6	1	15	4	16	3	10	7	16	2	7	4	0	0	4	5
chr3_44092364_44092422_+	10	8	42	23	53	38	34	31	54	44	28	16	50	46	70	57	61	43	10	1	52	20
chr7_116124576_116124654_-	28	22	127	81	129	38	111	50	176	79	112	44	137	70	182	71	128	41	12	0	152	49
chr5_63306170_63306251_-	11	4	3	3	5	31	3	16	7	39	13	34	10	47	18	37	2	32	0	0	6	20
chr2_173735281_173735310_-	2	0	15	5	42	1	25	6	34	7	71	6	63	12	52	6	47	2	0	0	23	0
chr1_212913302_212913314_+	3	1	10	2	0	4	3	5	8	5	4	9	7	11	4	7	5	4	0	0	4	9
chr1_87421514_87421570_+	1	1	20	8	33	11	19	11	40	17	48	18	38	19	62	14	45	13	1	0	24	6
chr1_64153224_64153287_-	13	14	42	25	44	26	36	32	51	61	64	34	70	57	90	55	61	37	5	5	84	41
chr12_34850470_34850487_+	15	15	41	21	111	35	114	44	125	43	133	78	138	65	130	74	120	57	1	0	43	14
chr9_52596736_52596738_-	7	3	11	5	12	6	5	3	13	13	8	4	11	11	20	13	11	7	1	0	6	7
chr1_207332425_207332479_+	4	1	7	5	17	4	10	9	27	9	22	6	35	7	27	8	20	12	0	0	24	7
chr8_46788568_46788639_+	6	0	2	0	1	13	1	6	4	17	4	20	5	29	1	19	2	20	0	0	2	4
chr9_42194751_42194783_-	2	1	8	1	60	8	47	9	64	13	70	13	93	15	87	17	82	13	0	0	13	2
chr1_207344658_207344669_+	3	1	6	1	15	17	9	15	26	20	24	10	24	23	29	14	21	15	0	0	5	6
chr9_10520713_10520730_+	0	0	0	0	21	20	19	10	21	16	34	23	36	25	34	20	21	18	0	0	26	12
chr10_59867761_59867821_+	20	8	10	3	9	37	7	29	14	79	9	58	8	84	12	104	4	49	1	4	3	31
chr16_19626932_19626935_-	0	2	0	0	75	34	96	39	94	42	130	51	112	59	140	71	97	49	0	0	55	21
chr9_62220306_62220344_+	23	10	10	6	5	61	8	48	12	96	12	50	12	86	4	89	4	59	2	1	5	28
chr3_76320681_76320765_-	9	4	18	11	13	12	5	7	11	24	11	27	10	20	15	22	8	11	1	0	12	11
chr1_167658294_167658384_+	1	0	18	6	28	4	24	1	27	2	46	4	28	7	36	8	27	6	0	0	10	3
chr16_19619543_19619544_-	1	1	7	0	6	1	5	1	8	1	2	1	5	4	5	6	10	6	0	0	9	2
chr10_64312383_64312412_-	70	59	327	112	766	242	383	138	613	220	766	208	683	250	747	245	633	226	26	3	321	76
chr15_937388_937479_+	18	12	19	13	28	65	17	53	33	108	40	80	45	113	43	87	20	64	4	2	30	27
chr10_59868001_59868075_+	22	13	9	1	8	54	17	48	9	65	8	60	4	101	10	118	8	59	3	1	8	38
chr12_11534044_11534114_-	2	0	9	3	9	7	3	5	9	11	9	5	10	8	9	12	7	6	0	0	8	6
chr6_73127905_73127998_+	2	1	16	6	20	4	12	6	21	2	17	6	25	4	32	7	31	5	0	0	11	3
chr13_68738335_68738406_+	1	3	25	3	25	5	16	4	39	18	32	11	38	14	37	9	34	5	3	0	26	8
chr19_311963_312043_-	5	10	66	21	74	16	53	22	67	30	97	33	103	26	145	57	89	26	4	0	53	13
chr4_152343620_152343623_+	14	12	64	46	91	30	92	30	108	37	118	39	126	40	130	39	114	33	1	0	46	13
chr14_85600455_85600552_-	33	21	228	78	151	63	127	55	228	104	138	43	200	86	261	99	186	61	23	4	181	28
chr1_95078861_95078863_+	49	31	18	13	11	78	20	62	18	90	24	112	35	116	25	89	5	70	4	2	18	69
chr4_143921435_143921438_+	2	1	6	3	4	8	9	3	7	8	5	3	7	9	10	5	5	4	0	0	14	8
chr2_192541297_192541313_-	0	1	22	5	27	4	30	1	37	2	43	8	64	8	62	5	33	5	1	0	16	2
chr20_1560728_1560767_-	52	61	101	38	153	181	112	161	165	203	157	234	185	257	192	266	146	192	5	0	93	101
chr4_152363986_152364069_+	16	11	72	48	54	23	62	35	63	41	56	21	82	42	95	75	62	30	8	4	91	32
chr18_32176174_32176219_+	0	2	18	4	16	5	11	0	14	7	9	3	18	4	23	3	9	6	1	0	22	6
chr1_84207982_84207984_-	4	2	6	1	7	6	1	4	6	8	4	5	6	9	5	11	6	9	0	0	7	5
chr5_122287832_122287918_+	3	0	6	2	4	3	1	1	7	4	8	0	5	2	5	1	1	1	0	0	6	5
chr10_95733527_95733611_-	4	2	9	2	3	12	0	11	5	16	11	16	11	36	18	88	16	33	0	0	4	9
chr3_159070419_159070454_+	0	0	0	0	35	12	49	17	36	11	63	23	45	26	60	27	36	14	0	0	24	11
chr5_136937664_136937668_-	1	0	15	4	52	10	40	2	44	8	82	10	76	10	61	6	46	9	2	0	21	0
chr1_207351658_207351659_+	8	10	22	12	24	24	22	25	29	39	22	24	29	33	28	32	27	27	3	0	38	29
chr12_46160610_46160677_+	2	1	9	2	13	4	11	3	16	7	17	7	23	5	16	7	19	6	0	0	7	5
chr10_71386245_71386271_+	6	6	49	21	57	3	43	10	58	10	112	9	105	11	108	16	74	11	2	0	33	5
chr6_128891375_128891433_-	3	2	7	1	13	4	6	3	8	7	6	2	8	9	16	11	3	2	0	0	8	5
chr1_94795396_94795431_+	3	2	3	1	2	15	3	22	14	29	11	19	10	30	11	25	15	21	0	0	8	15
chr1_84205054_84205129_-	3	0	7	2	2	4	1	1	4	5	3	0	1	5	7	8	2	4	1	0	7	8
chr5_22037336_22037431_-	17	15	135	65	237	66	173	51	304	98	228	61	309	108	322	127	245	82	21	6	180	58
chr1_204842314_204842316_+	3	0	1	0	5	7	3	4	1	4	4	6	2	7	2	6	2	6	0	0	4	10
chr5_169366426_169366493_-	1	3	24	4	20	7	15	4	14	2	27	2	28	7	33	6	29	5	0	0	26	3
chr8_61306728_61306784_-	5	2	37	18	58	9	25	7	40	15	69	11	58	19	84	25	52	14	6	0	30	10
chr7_95835615_95835664_+	8	10	39	18	39	20	30	18	48	27	44	22	48	28	60	29	39	16	2	0	39	13
chr3_56146325_56146400_-	3	0	14	8	22	12	16	6	38	17	16	6	30	12	45	14	18	11	0	0	15	4
chr5_148233893_148233895_+	4	1	16	10	17	8	8	5	23	13	19	8	21	9	21	15	22	12	0	0	15	7
chr17_85596551_85596554_-	4	5	26	13	19	5	20	7	26	12	19	13	25	14	27	21	32	10	2	0	31	11
chr6_2771109_2771112_-	5	1	20	11	32	16	23	14	39	16	42	15	35	19	36	20	33	18	0	0	12	3
chr1_85599043_85599070_+	5	2	56	36	79	6	70	6	74	8	211	21	158	18	161	9	95	8	0	0	68	1
chr10_86721547_86721641_-	3	0	4	0	4	8	1	9	6	17	2	9	2	18	3	19	0	10	0	0	1	9
chr19_53838436_53838500_+	3	5	48	15	135	25	55	17	132	35	113	26	154	28	219	42	141	25	1	0	27	5
chr12_2531514_2531602_+	80	37	132	64	95	109	113	124	120	135	152	101	101	130	154	124	111	83	27	1	127	116
chr4_160631598_160631602_-	3	0	2	1	3	9	3	8	2	14	5	9	4	15	4	13	3	14	0	0	5	10
chr1_207357676_207357689_+	12	14	34	23	39	28	22	30	40	42	31	24	35	39	49	42	45	26	0	0	40	34
chr12_12047064_12047071_+	32	40	122	59	229	74	227	63	271	73	372	110	359	126	283	88	285	80	8	1	178	81
chr1_149267858_149267941_+	3	2	19	11	42	9	22	5	42	17	52	11	68	20	44	16	27	9	2	0	28	7
chr6_3239018_3239043_+	12	6	18	3	16	31	50	28	43	39	31	24	33	54	35	36	19	21	6	2	26	14
chr18_32053587_32053629_+	3	2	13	6	10	7	6	8	11	17	8	5	11	7	19	7	13	9	0	1	16	8
chr10_67752676_67752757_+	2	0	5	2	16	16	3	11	18	20	9	18	10	35	14	24	10	13	0	0	9	8
chr1_158846635_158846713_+	1	1	21	0	38	1	43	3	31	7	42	10	47	8	54	8	49	6	0	0	1	1
chr10_46062567_46062628_+	5	2	14	4	18	3	7	6	14	6	13	4	11	8	12	10	10	4	3	0	16	4
chr4_143963600_143963682_+	89	84	194	97	218	357	97	272	335	441	160	297	240	463	306	445	222	334	19	13	269	192
chr1_76757672_76757707_-	5	0	8	4	6	5	2	1	8	5	4	6	15	8	9	4	5	2	2	0	12	6
chr1_94814436_94814482_+	4	3	3	1	9	26	4	29	10	26	11	24	0	36	7	37	11	19	1	1	13	22
chr1_163481027_163481096_-	1	0	13	3	16	1	5	1	15	2	22	3	25	7	24	2	16	1	0	0	7	1
chr3_106264346_106264358_+	1	0	3	0	1	0	2	0	8	1	4	4	7	4	7	4	4	1	0	0	6	3
chr1_148781493_148781547_+	12	13	58	22	44	35	30	40	58	34	44	37	40	51	86	84	52	40	12	5	59	37
chr12_19752119_19752180_-	20	27	111	61	91	76	103	77	145	95	149	97	136	111	214	184	178	116	3	1	70	48
chr9_110321972_110322055_+	1	0	12	2	12	1	5	4	9	3	3	1	12	1	2	6	7	1	0	0	4	1
chr9_62212184_62212244_+	12	3	4	4	12	29	9	19	16	37	14	41	14	57	16	34	7	35	0	0	4	12
chr12_35296756_35296809_+	56	37	19	12	11	89	17	74	30	155	21	78	21	143	29	120	10	94	4	6	16	64
chr11_84367294_84367366_+	7	4	15	9	8	14	21	18	17	30	21	15	25	29	21	19	11	21	1	3	23	13
chr2_140445422_140445521_-	17	16	57	40	64	44	39	35	87	57	62	53	84	94	89	63	64	27	4	2	46	24
chr18_32062208_32062282_+	4	0	19	12	9	12	29	9	17	11	9	7	14	13	26	14	8	9	1	0	17	10
chr10_57567945_57568001_-	4	6	15	1	24	6	40	7	31	13	66	24	65	22	60	13	40	20	0	0	18	9
chr9_83757359_83757457_-	11	5	11	2	20	39	16	16	16	55	30	45	21	61	28	63	8	38	0	1	1	10
chr1_158921561_158921616_+	1	0	12	1	10	6	5	12	19	15	16	14	18	13	19	33	17	9	0	0	2	2
chr13_96313861_96313901_+	0	2	21	1	50	3	28	2	46	2	45	6	46	5	63	8	58	13	0	0	12	1
chr6_110022050_110022114_+	8	9	45	24	87	52	47	36	126	48	72	42	125	89	114	54	76	44	4	1	36	16
chr4_161044318_161044372_+	35	26	286	87	334	151	229	145	432	194	383	179	363	179	495	278	407	193	22	5	157	34
chr6_53727035_53727055_+	0	0	1	0	36	11	30	4	26	17	54	34	56	26	57	26	36	6	0	0	24	4
chr3_67926361_67926440_-	2	2	6	2	32	12	20	15	22	17	34	9	28	26	36	28	27	15	0	0	12	8
chr4_161119650_161119672_+	6	5	8	3	14	17	5	16	7	14	12	34	11	33	20	57	12	37	0	0	9	9
chr1_207344939_207344941_+	1	2	16	7	7	6	6	6	12	3	6	5	7	4	22	9	11	14	0	0	26	9
chr9_62176736_62176770_+	19	10	4	3	7	49	6	42	11	67	6	35	8	67	13	48	4	43	0	0	5	18
chr5_22001328_22001396_-	27	15	108	91	233	73	150	57	308	107	229	75	317	125	357	113	247	87	20	5	195	56
chr6_73233734_73233824_+	3	4	27	11	33	13	18	6	36	18	31	18	26	24	31	19	40	9	4	0	27	12
chr3_56166689_56166747_-	7	5	22	12	37	15	12	14	44	24	20	12	40	41	28	28	24	21	4	0	28	9
chr8_104299495_104299536_-	3	1	3	0	5	0	4	1	2	2	32	7	32	14	3	2	4	1	0	0	10	4
chr15_2612649_2612686_-	7	5	10	3	8	11	5	12	9	11	8	20	9	33	10	33	10	17	1	0	7	7
chr20_9899407_9899484_+	3	0	5	2	3	1	1	1	10	2	1	1	3	2	6	5	4	2	0	0	7	4
chr1_95079061_95079094_-	9	1	2	2	2	5	0	2	1	8	4	9	2	9	0	4	1	5	3	0	15	19
chr9_47811422_47811470_-	5	2	7	4	15	15	12	14	9	15	17	19	19	18	16	24	17	11	0	0	7	8
chr19_41651170_41651246_-	2	3	17	3	12	3	8	1	10	6	11	4	16	6	23	11	15	0	0	1	19	4
chr18_28600057_28600076_+	3	0	7	3	7	1	9	1	7	1	13	4	12	3	19	6	14	2	0	0	9	3
chr10_11009381_11009403_-	1	0	2	0	29	7	30	1	20	3	30	10	33	13	33	12	25	8	0	0	18	2
chr19_26263643_26263696_-	12	12	84	56	231	75	207	69	316	61	305	88	299	101	361	107	282	71	4	0	74	13
chr10_82585530_82585602_-	9	11	39	17	52	15	21	10	49	27	27	14	52	38	58	26	31	15	3	0	30	13
chr7_37776924_37776982_+	2	0	3	1	8	4	7	7	15	12	13	3	14	13	11	8	5	5	0	0	10	4
chr4_152353035_152353068_+	5	10	84	30	47	13	34	14	52	26	28	16	74	21	68	41	57	26	3	1	63	12
chr1_207350575_207350576_+	3	0	8	3	3	1	4	6	6	5	4	2	6	2	12	7	10	3	0	0	11	2
chr6_10967019_10967026_-	2	2	14	4	12	10	13	16	28	8	27	7	19	15	38	28	18	13	0	0	7	4
chr7_116127526_116127528_-	6	8	57	11	106	26	67	25	111	38	117	36	119	43	112	39	88	30	7	2	43	13
chr13_91565218_91565274_+	1	1	10	5	13	4	17	1	20	12	40	6	33	13	42	8	14	4	0	0	18	5
chr7_116039344_116039347_-	3	3	15	4	9	20	6	11	17	10	14	10	12	11	17	15	12	13	1	0	8	6
chr1_20668478_20668556_+	1	0	8	1	7	0	4	3	15	5	13	4	18	6	14	6	11	3	0	0	4	3
chr15_81233997_81234095_-	4	5	20	11	8	5	13	3	13	9	11	2	7	7	19	7	9	7	1	0	25	10
chr12_27252970_27253011_-	0	0	1	0	25	16	19	17	22	21	47	36	22	33	39	33	41	25	0	0	18	7
chr6_92457866_92457867_-	0	0	1	0	18	3	18	5	16	6	29	8	21	14	30	9	15	7	0	0	15	8
chrX_46425358_46425427_+	45	36	134	58	182	125	115	123	228	168	191	116	196	156	286	191	191	126	20	6	112	60
chr7_27436322_27436354_+	3	6	24	5	29	15	23	17	43	26	20	11	34	25	35	26	20	13	2	2	24	15
chr2_137169615_137169651_-	1	0	7	0	7	2	3	0	5	4	11	4	11	4	16	7	7	3	0	0	5	1
chr15_54008664_54008746_-	30	10	9	5	16	81	15	61	21	108	16	64	28	98	17	82	10	84	3	9	10	50
chr4_149668872_149668881_-	9	5	4	1	6	39	3	25	13	59	5	39	4	59	4	53	3	53	0	0	2	15
chr4_56841525_56841610_+	4	0	9	2	5	6	1	3	6	3	6	6	7	5	4	8	6	4	0	1	8	1
chr15_5673691_5673719_+	6	5	14	4	16	21	11	10	24	26	33	26	22	31	25	27	20	21	1	0	10	5
chr7_37782475_37782555_+	7	2	17	8	29	23	10	13	46	32	27	14	38	26	44	37	28	14	3	0	9	9
chr16_19193890_19193891_-	1	2	13	4	25	2	20	6	18	8	26	11	31	11	24	9	24	8	0	0	14	4
chr6_104473636_104473660_+	7	8	36	21	63	28	26	19	37	18	15	23	36	27	41	39	34	24	1	0	23	16
chr10_46072245_46072247_+	4	1	8	4	12	1	4	3	9	7	4	4	12	6	18	4	21	0	0	0	8	4
chr1_94808986_94808988_+	12	12	19	13	11	18	6	22	14	19	8	29	11	34	20	26	9	23	2	4	28	38
chr4_166802208_166802210_+	10	10	50	29	69	27	49	19	76	33	94	22	94	28	106	43	98	24	3	0	29	10
chr15_47636263_47636268_+	8	7	43	27	61	15	60	6	77	11	109	19	81	14	100	15	90	13	4	2	37	15
chr1_199304640_199304698_+	4	6	31	7	34	12	18	19	37	27	25	14	37	14	42	30	22	12	6	2	36	17
chr1_95078066_95078068_+	15	8	5	5	8	35	6	36	12	38	8	37	11	49	8	35	5	42	1	0	10	26
chr10_57485464_57485501_+	4	1	19	11	12	5	34	6	26	9	16	7	26	12	17	16	15	8	1	0	13	4
chr10_46075797_46075799_+	3	0	11	7	11	13	5	7	14	13	9	13	11	19	12	10	9	10	0	0	11	7
chr1_207344875_207344876_+	3	3	11	7	16	9	12	10	23	10	13	15	20	13	27	12	31	14	0	0	21	10
chr1_204723441_204723500_+	3	1	3	2	4	6	2	9	12	13	4	4	8	15	2	7	5	4	0	1	11	12
chr1_207346041_207346104_+	29	42	149	63	155	101	148	119	204	147	152	85	142	154	229	185	171	121	10	0	162	71
chr8_112711542_112711629_+	41	40	22	7	11	98	13	105	20	151	13	93	16	165	20	175	6	110	6	5	24	88
chr15_59757625_59757714_-	2	1	18	3	17	8	5	7	13	17	18	6	16	16	25	12	22	9	2	2	13	10
chr3_76315075_76315082_-	17	18	19	9	31	29	25	31	43	61	48	43	45	58	55	62	30	41	3	0	29	27
chr10_43666588_43666684_+	2	2	15	8	19	7	8	0	14	4	13	4	19	8	10	4	11	3	1	0	22	5
chr14_36537906_36537933_+	5	6	17	10	78	5	72	5	81	10	135	29	121	26	96	10	83	15	0	0	46	14
chr13_67900288_67900314_-	0	0	0	1	16	5	18	6	26	13	65	27	52	32	32	18	21	9	0	0	25	9
chr1_94793115_94793165_-	1	0	22	4	23	20	22	15	39	19	26	21	32	21	40	27	29	15	1	0	5	5
chr14_21097559_21097592_-	1	4	51	13	130	23	77	14	127	29	132	22	161	31	166	39	132	26	0	0	32	3
chr10_83044342_83044345_-	11	9	6	3	7	18	6	18	7	41	9	21	11	38	9	41	6	31	0	0	7	19
chr1_204841583_204841584_+	2	0	4	0	2	2	2	3	3	3	4	2	2	3	3	3	2	5	0	0	3	4
chr12_35299059_35299114_+	71	47	39	21	28	159	27	135	53	258	28	147	43	230	42	221	24	183	3	11	15	83
chr10_57078916_57078946_-	14	7	44	30	59	37	71	49	83	62	116	62	115	83	113	70	79	51	11	0	43	14
chr1_264398406_264398492_+	8	4	5	0	3	12	1	9	7	20	5	19	2	33	5	16	3	14	0	0	2	8
chr1_94833412_94833424_+	1	2	8	0	4	4	2	2	5	7	2	7	5	6	1	6	4	7	0	0	8	6
chr4_143869728_143869812_+	68	56	183	93	175	185	130	136	214	231	168	143	202	257	256	263	181	160	24	17	211	123
chr13_66216932_66216970_+	0	1	4	0	36	2	37	3	41	5	59	9	53	13	63	6	38	4	0	0	17	3
chr5_169520629_169520631_-	1	0	8	0	3	3	6	1	10	3	9	2	11	4	8	7	6	4	0	0	2	3
chr11_69727529_69727601_-	0	0	11	5	35	5	25	2	32	4	49	6	47	7	46	7	38	7	0	0	18	5
chr8_93566470_93566476_+	2	3	22	7	34	13	30	6	42	12	39	15	35	19	46	24	36	11	4	0	25	7
chr12_42580540_42580544_+	6	3	21	19	45	16	44	20	58	20	59	20	54	30	51	27	42	16	0	0	30	9
chr16_19624150_19624244_-	8	15	57	21	74	40	52	29	94	59	62	33	109	62	105	65	96	51	2	3	57	21
chr4_149764082_149764084_-	8	1	4	4	5	3	7	12	6	11	1	12	2	16	8	15	10	13	3	0	19	12
chr4_56820440_56820538_+	4	5	20	9	14	12	14	12	23	31	13	19	25	27	32	32	23	15	1	0	21	8
chr1_207330690_207330696_+	1	0	5	1	4	1	5	1	6	6	6	2	8	2	9	2	7	2	0	0	11	1
chr4_143726473_143726556_+	21	26	134	59	117	102	65	69	174	141	105	46	185	160	197	102	139	82	6	8	158	55
chr10_10813295_10813312_+	8	14	22	4	53	22	59	17	60	31	102	27	86	33	93	30	74	28	1	0	52	22
chr12_40096813_40096871_-	0	0	5	0	0	4	1	2	5	1	2	2	4	2	4	8	4	4	0	0	7	4
chr18_3673696_3673767_+	0	0	2	1	30	7	30	3	26	4	49	5	43	13	53	6	40	3	0	0	20	5
chr10_46063627_46063709_+	7	10	42	21	33	20	25	19	40	31	43	14	46	35	56	38	35	27	7	4	53	25
chr1_84444038_84444137_+	2	2	15	6	79	10	59	6	77	13	96	23	103	35	134	21	97	16	0	0	24	2
chr10_64310949_64310961_-	5	9	51	24	73	25	32	16	66	33	62	20	55	31	78	46	62	27	7	3	66	22
chr3_105659544_105659623_-	8	3	11	7	15	17	5	9	23	19	19	22	22	29	26	31	14	24	2	0	17	5
chr10_64621728_64621821_+	0	2	2	0	21	10	18	17	24	19	38	20	27	24	38	28	27	13	0	0	28	9
chr10_83062258_83062352_-	10	8	3	1	5	27	7	20	10	46	4	26	3	64	0	48	0	40	0	0	8	22
chr9_52575660_52575758_-	2	1	7	3	13	3	7	6	14	3	17	3	15	5	22	5	14	6	1	0	15	4
chrX_7098637_7098725_+	4	1	9	0	11	23	9	14	23	25	20	29	12	33	26	41	14	17	1	0	1	10
